Date,Store ID,Product ID,Category,Region,Price,Discount,Cost,Competitor Pricing,Weather Condition,Seasonality,Holiday/Promotion,Month,Year,DayOfWeek,Units Sold,Units Ordered,Inventory Level,Revenue,Profit
2023-12-02,S003,P035,Toys,East,17.45,13.4,9.7,15.8,Rainy,Off-Season,1,12,2023,5,94,108,201,1420.5,508.7
2023-12-02,S014,P027,Electronics,West,44.36,21.2,32.16,43.01,Sunny,Normal,1,12,2023,5,120,145,298,4194.68,335.48
2023-12-02,S007,P006,Clothing,North,99.51,3.3,65.56,101.78,Snowy,Festival,0,12,2023,5,60,64,152,5773.57,1839.97
2023-12-02,S015,P030,Toys,East,99.71,11.8,65.73,96.64,Sunny,Normal,1,12,2023,5,169,146,305,14862.57,3754.2
2023-12-02,S004,P028,Clothing,South,77.8,6.2,58.63,72.65,Sunny,Normal,0,12,2023,5,109,107,242,7954.43,1563.76
2023-12-02,S006,P015,Furniture,West,75.15,6.9,57.62,79.14,Cloudy,Normal,0,12,2023,5,73,68,139,5107.42,901.16
2023-12-02,S007,P032,Toys,North,57.47,18.5,39.21,61.8,Snowy,Normal,1,12,2023,5,152,161,261,7119.38,1159.46
2023-12-03,S004,P002,Furniture,South,16.73,0.7,10.87,17.26,Sunny,Off-Season,0,12,2023,6,106,125,186,1760.97,608.75
2023-12-03,S015,P006,Clothing,East,103.54,0.8,65.56,97.72,Sunny,Off-Season,0,12,2023,6,16,15,32,1643.39,594.43
2023-12-03,S013,P022,Groceries,East,54.46,0.1,34.19,58.15,Sunny,Normal,0,12,2023,6,155,187,268,8432.86,3133.41
2023-12-03,S010,P003,Clothing,North,97.54,22.5,62.41,104.07,Rainy,Normal,1,12,2023,6,152,181,388,11490.21,2003.89
2023-12-03,S015,P003,Clothing,East,91.0,2.3,62.41,99.57,Sunny,Off-Season,0,12,2023,6,57,65,122,5067.7,1510.33
2023-12-03,S013,P031,Groceries,East,90.13,3.6,56.51,90.36,Cloudy,Normal,0,12,2023,6,39,48,69,3388.53,1184.64
2023-12-03,S012,P001,Toys,West,35.27,25.0,20.89,37.9,Cloudy,Normal,1,12,2023,6,59,72,102,1560.7,328.19
2023-12-03,S008,P021,Toys,East,39.23,4.1,24.06,38.69,Rainy,Normal,0,12,2023,6,70,77,144,2633.51,949.31
2023-12-03,S019,P039,Furniture,West,34.14,4.1,18.22,30.92,Cloudy,Normal,0,12,2023,6,35,39,78,1145.91,508.21
2023-12-03,S002,P039,Furniture,West,32.06,7.6,18.22,34.57,Cloudy,Normal,1,12,2023,6,103,123,210,3051.21,1174.55
2023-12-03,S013,P012,Electronics,East,66.33,6.0,44.48,60.28,Cloudy,Normal,0,12,2023,6,97,120,221,6047.97,1733.41
2023-12-03,S013,P014,Electronics,East,96.15,1.7,70.9,102.78,Cloudy,Off-Season,0,12,2023,6,68,78,126,6427.05,1605.85
2023-12-03,S009,P030,Toys,North,98.2,14.3,65.73,88.46,Cloudy,Normal,1,12,2023,6,185,177,322,15569.12,3409.07
2023-12-03,S002,P037,Clothing,West,92.88,1.8,55.96,97.94,Sunny,Festival,0,12,2023,6,176,216,451,16052.64,6203.68
2023-12-03,S015,P038,Furniture,East,65.78,3.2,36.76,65.32,Snowy,Normal,0,12,2023,6,70,68,145,4457.25,1884.05
2023-12-03,S010,P006,Clothing,North,104.4,2.2,65.56,95.65,Cloudy,Normal,0,12,2023,6,31,31,63,3165.2,1132.84
2023-12-03,S018,P031,Groceries,North,80.61,7.7,56.51,82.8,Rainy,Normal,1,12,2023,6,39,34,96,2901.72,697.83
2023-12-03,S016,P003,Clothing,West,97.91,16.2,62.41,93.9,Sunny,Normal,1,12,2023,6,86,79,214,7056.18,1688.92
2023-12-04,S020,P013,Groceries,South,79.55,1.2,44.85,84.33,Rainy,Festival,0,12,2023,0,201,250,445,15797.68,6782.83
2023-12-04,S002,P002,Furniture,West,16.57,18.9,10.87,15.74,Rainy,Normal,1,12,2023,0,140,151,306,1881.36,359.56
2023-12-04,S020,P011,Furniture,South,89.36,26.4,62.33,86.15,Snowy,Off-Season,1,12,2023,0,64,60,163,4209.21,220.09
2023-12-04,S016,P036,Clothing,West,26.06,19.1,15.87,28.23,Cloudy,Normal,1,12,2023,0,56,64,133,1180.62,291.9
2023-12-04,S002,P022,Groceries,West,56.97,2.5,34.19,61.62,Sunny,Normal,0,12,2023,0,115,103,270,6387.76,2455.91
2023-12-04,S006,P033,Toys,West,93.91,21.0,56.96,89.09,Cloudy,Normal,1,12,2023,0,42,39,102,3115.93,723.61
2023-12-04,S008,P003,Clothing,East,91.6,1.3,62.41,94.11,Snowy,Off-Season,0,12,2023,0,52,54,117,4701.28,1455.96
2023-12-04,S009,P028,Clothing,North,88.34,11.4,58.63,81.64,Cloudy,Normal,1,12,2023,0,109,115,164,8531.35,2140.68
2023-12-04,S018,P032,Toys,North,53.68,4.7,39.21,51.61,Snowy,Festival,0,12,2023,0,131,148,300,6701.57,1565.06
2023-12-04,S009,P038,Furniture,North,62.18,4.4,36.76,62.73,Snowy,Off-Season,0,12,2023,0,64,73,166,3804.42,1451.78
2023-12-04,S004,P010,Groceries,South,27.45,2.0,20.07,25.94,Sunny,Normal,0,12,2023,0,45,48,70,1210.54,307.39
2023-12-04,S014,P002,Furniture,West,14.83,15.0,10.87,15.92,Sunny,Off-Season,1,12,2023,0,169,145,233,2130.33,293.3
2023-12-04,S001,P038,Furniture,North,62.91,27.3,36.76,62.48,Cloudy,Normal,1,12,2023,0,118,102,304,5396.8,1059.12
2023-12-05,S005,P007,Toys,South,61.25,4.9,39.33,64.17,Snowy,Festival,0,12,2023,1,175,179,324,10193.53,3310.78
2023-12-05,S005,P009,Electronics,South,29.83,3.5,17.02,30.84,Cloudy,Normal,0,12,2023,1,96,82,130,2763.45,1129.53
2023-12-05,S003,P020,Furniture,East,57.68,28.6,44.46,54.78,Cloudy,Off-Season,1,12,2023,1,33,28,53,1359.06,-108.12
2023-12-05,S018,P037,Clothing,North,90.55,28.7,55.96,94.1,Sunny,Festival,1,12,2023,1,166,180,430,10717.32,1427.96
2023-12-05,S015,P035,Toys,East,16.88,26.0,9.7,17.62,Cloudy,Normal,1,12,2023,1,113,135,204,1411.51,315.41
2023-12-05,S004,P038,Furniture,South,58.46,23.2,36.76,58.09,Rainy,Normal,1,12,2023,1,160,190,223,7183.56,1301.96
2023-12-05,S014,P016,Groceries,West,72.09,3.9,50.71,75.93,Rainy,Normal,0,12,2023,1,64,63,112,4433.82,1188.38
2023-12-05,S015,P004,Toys,East,79.33,2.4,53.11,82.83,Snowy,Normal,0,12,2023,1,80,80,127,6194.09,1945.29
2023-12-05,S006,P006,Clothing,West,90.24,0.3,65.56,83.25,Cloudy,Off-Season,0,12,2023,1,17,16,37,1529.48,414.96
2023-12-05,S007,P007,Toys,North,59.36,25.5,39.33,64.97,Cloudy,Festival,1,12,2023,1,319,368,716,14107.2,1560.93
2023-12-05,S007,P026,Furniture,North,41.66,12.1,32.13,43.0,Sunny,Normal,1,12,2023,1,132,138,254,4833.73,592.57
2023-12-05,S020,P024,Toys,South,37.68,11.6,26.34,35.14,Sunny,Off-Season,1,12,2023,1,92,109,216,3064.44,641.16
2023-12-05,S019,P013,Groceries,West,79.98,5.3,44.85,80.36,Rainy,Festival,1,12,2023,1,179,178,278,13557.65,5529.5
2023-12-05,S015,P011,Furniture,East,80.66,7.1,62.33,73.71,Snowy,Normal,0,12,2023,1,73,91,123,5470.12,920.03
2023-12-05,S007,P002,Furniture,North,16.53,1.7,10.87,17.74,Snowy,Festival,0,12,2023,1,111,135,197,1803.64,597.07
2023-12-06,S020,P038,Furniture,South,60.73,26.6,36.76,64.55,Rainy,Normal,1,12,2023,2,161,143,360,7176.71,1258.35
2023-12-06,S020,P006,Clothing,South,96.51,2.5,65.56,105.21,Snowy,Off-Season,0,12,2023,2,29,29,67,2728.82,827.58
2023-12-06,S002,P019,Groceries,West,17.77,1.2,10.38,17.3,Snowy,Normal,0,12,2023,2,105,112,256,1843.46,753.56
2023-12-06,S005,P012,Electronics,South,67.68,12.0,44.48,70.12,Rainy,Normal,1,12,2023,2,79,70,184,4705.11,1191.19
2023-12-06,S013,P020,Furniture,East,58.29,0.8,44.46,60.05,Rainy,Off-Season,0,12,2023,2,21,20,31,1214.3,280.64
2023-12-06,S005,P019,Groceries,South,16.8,5.5,10.38,16.41,Sunny,Normal,0,12,2023,2,51,57,70,809.68,280.3
2023-12-06,S011,P004,Toys,East,88.65,0.0,53.11,89.67,Rainy,Festival,0,12,2023,2,81,100,191,7180.65,2878.74
2023-12-06,S020,P038,Furniture,South,64.87,25.1,36.76,63.02,Rainy,Normal,1,12,2023,2,162,190,402,7871.2,1916.08
2023-12-06,S016,P023,Electronics,West,102.24,0.4,63.94,93.81,Sunny,Festival,0,12,2023,2,48,46,121,4887.89,1818.77
2023-12-06,S015,P030,Toys,East,100.58,22.6,65.73,98.04,Cloudy,Normal,1,12,2023,2,144,124,312,11210.24,1745.12
2023-12-06,S002,P017,Clothing,West,69.47,5.1,47.17,62.7,Snowy,Normal,0,12,2023,2,99,88,231,6526.78,1856.95
2023-12-07,S017,P024,Toys,East,38.45,0.1,26.34,41.96,Snowy,Festival,0,12,2023,3,137,136,192,5262.38,1653.8
2023-12-07,S009,P020,Furniture,North,62.29,5.8,44.46,61.34,Snowy,Off-Season,0,12,2023,3,17,21,37,997.51,241.69
2023-12-07,S005,P036,Clothing,South,23.3,29.4,15.87,24.3,Sunny,Normal,1,12,2023,3,87,85,145,1431.13,50.44
2023-12-07,S004,P010,Groceries,South,26.34,7.2,20.07,27.5,Rainy,Normal,0,12,2023,3,40,48,85,977.74,174.94
2023-12-07,S010,P019,Groceries,North,18.71,7.5,10.38,17.41,Sunny,Festival,0,12,2023,3,103,97,146,1782.6,713.46
2023-12-07,S017,P003,Clothing,East,98.77,5.4,62.41,104.69,Sunny,Normal,0,12,2023,3,76,88,153,7101.17,2358.01
2023-12-07,S008,P034,Clothing,East,31.57,5.6,20.6,30.25,Snowy,Festival,0,12,2023,3,34,33,65,1013.27,312.87
2023-12-07,S003,P034,Clothing,East,31.06,4.2,20.6,29.23,Rainy,Normal,0,12,2023,3,35,40,70,1041.44,320.44
2023-12-07,S008,P013,Groceries,East,76.31,5.7,44.85,78.31,Snowy,Festival,0,12,2023,3,173,169,251,12449.14,4690.09
2023-12-07,S005,P019,Groceries,South,19.19,7.0,10.38,18.53,Snowy,Normal,1,12,2023,3,102,110,193,1820.36,761.6
2023-12-07,S006,P009,Electronics,West,27.82,7.1,17.02,27.89,Sunny,Normal,0,12,2023,3,68,70,141,1757.45,600.09
2023-12-07,S017,P015,Furniture,East,85.85,21.9,57.62,77.67,Rainy,Normal,1,12,2023,3,93,95,139,6235.54,876.88
2023-12-07,S011,P002,Furniture,East,16.11,6.9,10.87,15.62,Cloudy,Normal,0,12,2023,3,135,158,209,2024.79,557.34
2023-12-07,S003,P028,Clothing,East,89.08,4.6,58.63,88.49,Rainy,Normal,0,12,2023,3,86,87,122,7308.48,2266.3
2023-12-07,S009,P016,Groceries,North,69.63,8.7,50.71,74.4,Sunny,Normal,1,12,2023,3,70,72,97,4450.05,900.35
2023-12-07,S008,P017,Clothing,East,69.53,3.3,47.17,63.02,Cloudy,Festival,0,12,2023,3,67,60,102,4504.78,1344.39
2023-12-07,S008,P002,Furniture,East,15.92,3.0,10.87,14.62,Cloudy,Off-Season,0,12,2023,3,47,55,71,725.79,214.9
2023-12-08,S014,P026,Furniture,West,47.2,3.9,32.13,45.01,Cloudy,Normal,0,12,2023,4,96,119,198,4354.48,1270.0
2023-12-08,S005,P033,Toys,South,105.39,3.6,56.96,113.92,Cloudy,Normal,0,12,2023,4,37,35,57,3759.05,1651.53
2023-12-08,S009,P037,Clothing,North,96.93,0.1,55.96,97.86,Snowy,Normal,0,12,2023,4,139,138,278,13459.8,5681.36
2023-12-08,S005,P005,Groceries,South,86.58,25.1,54.34,94.85,Snowy,Off-Season,1,12,2023,4,89,79,219,5771.51,935.25
2023-12-08,S010,P037,Clothing,North,96.7,8.5,55.96,105.31,Rainy,Normal,1,12,2023,4,182,186,435,16103.45,5918.73
2023-12-08,S013,P001,Toys,East,34.42,3.4,20.89,33.35,Snowy,Off-Season,0,12,2023,4,36,37,56,1196.99,444.95
2023-12-08,S011,P018,Clothing,East,47.1,3.1,28.35,44.03,Rainy,Off-Season,0,12,2023,4,59,51,116,2692.75,1020.1
2023-12-08,S017,P030,Toys,East,92.8,2.2,65.73,91.11,Cloudy,Off-Season,0,12,2023,4,74,73,189,6716.12,1852.1
2023-12-08,S017,P002,Furniture,East,16.25,19.3,10.87,16.73,Cloudy,Normal,1,12,2023,4,130,146,242,1704.79,291.69
2023-12-08,S015,P008,Clothing,East,71.57,4.6,42.41,65.65,Sunny,Normal,0,12,2023,4,78,71,132,5325.67,2017.69
2023-12-08,S011,P001,Toys,East,36.85,21.9,20.89,39.14,Sunny,Normal,1,12,2023,4,65,78,96,1870.69,512.84
2023-12-08,S001,P009,Electronics,North,27.81,4.4,17.02,29.33,Sunny,Normal,0,12,2023,4,76,80,150,2020.56,727.04
2023-12-08,S017,P007,Toys,East,59.13,0.1,39.33,61.11,Cloudy,Festival,0,12,2023,4,167,200,278,9864.84,3296.73
2023-12-08,S011,P029,Furniture,East,68.58,5.3,46.77,72.28,Cloudy,Normal,1,12,2023,4,159,166,276,10326.3,2889.87
2023-12-09,S006,P040,Electronics,West,67.64,15.2,45.13,69.19,Snowy,Normal,1,12,2023,5,131,140,277,7513.99,1601.96
2023-12-09,S005,P030,Toys,South,94.15,6.4,65.73,91.37,Cloudy,Normal,0,12,2023,5,101,116,194,8900.56,2261.83
2023-12-09,S002,P005,Groceries,West,83.63,0.7,54.34,91.67,Sunny,Normal,0,12,2023,5,105,97,202,8719.68,3013.98
2023-12-09,S001,P022,Groceries,North,56.5,7.0,34.19,59.54,Cloudy,Normal,0,12,2023,5,102,105,202,5359.59,1872.21
2023-12-09,S015,P017,Clothing,East,70.78,9.0,47.17,71.76,Snowy,Festival,1,12,2023,5,169,157,428,10885.26,2913.53
2023-12-09,S007,P040,Electronics,North,62.48,6.0,45.13,64.46,Sunny,Festival,0,12,2023,5,188,222,306,11041.47,2557.03
2023-12-09,S005,P009,Electronics,South,30.24,6.9,17.02,27.32,Snowy,Normal,0,12,2023,5,108,129,206,3040.57,1202.41
2023-12-09,S016,P006,Clothing,West,94.43,3.3,65.56,86.65,Snowy,Normal,0,12,2023,5,29,32,57,2648.1,746.86
2023-12-09,S014,P011,Furniture,West,91.05,6.4,62.33,85.83,Cloudy,Festival,0,12,2023,5,119,108,181,10141.51,2724.24
2023-12-09,S004,P007,Toys,South,58.38,26.2,39.33,58.94,Sunny,Off-Season,1,12,2023,5,178,183,419,7669.03,668.29
2023-12-09,S001,P002,Furniture,North,16.84,19.9,10.87,17.55,Cloudy,Normal,1,12,2023,5,135,123,311,1820.99,353.54
2023-12-09,S008,P020,Furniture,East,61.34,7.6,44.46,57.18,Rainy,Off-Season,0,12,2023,5,14,17,26,793.49,171.05
2023-12-09,S011,P009,Electronics,East,27.84,4.4,17.02,29.84,Sunny,Off-Season,0,12,2023,5,94,90,151,2501.81,901.93
2023-12-09,S020,P018,Clothing,South,49.54,2.2,28.35,46.25,Snowy,Normal,0,12,2023,5,108,95,258,5232.61,2170.81
2023-12-09,S009,P026,Furniture,North,45.23,6.4,32.13,48.46,Rainy,Normal,0,12,2023,5,104,128,154,4402.87,1061.35
2023-12-09,S017,P024,Toys,East,40.97,6.3,26.34,38.33,Cloudy,Normal,0,12,2023,5,63,59,137,2418.5,759.08
2023-12-10,S019,P036,Clothing,West,24.67,19.5,15.87,25.43,Snowy,Festival,1,12,2023,6,145,180,293,2879.61,578.46
2023-12-10,S007,P016,Groceries,North,73.26,5.8,50.71,71.65,Cloudy,Normal,0,12,2023,6,52,51,101,3588.57,951.65
2023-12-10,S002,P033,Toys,West,101.71,3.2,56.96,93.32,Cloudy,Off-Season,0,12,2023,6,37,46,83,3642.85,1535.33
2023-12-10,S014,P035,Toys,West,16.99,1.2,9.7,16.97,Rainy,Normal,0,12,2023,6,115,130,270,1930.4,814.9
2023-12-10,S003,P002,Furniture,East,16.34,5.5,10.87,14.78,Sunny,Normal,0,12,2023,6,112,137,172,1729.43,511.99
2023-12-10,S015,P016,Groceries,East,74.76,1.8,50.71,69.97,Rainy,Festival,0,12,2023,6,93,106,139,6827.53,2111.5
2023-12-10,S012,P015,Furniture,West,87.96,1.4,57.62,84.26,Cloudy,Normal,0,12,2023,6,45,47,112,3902.79,1309.89
2023-12-10,S019,P008,Clothing,West,68.91,0.3,42.41,66.24,Snowy,Normal,0,12,2023,6,67,80,131,4603.12,1761.65
2023-12-10,S010,P009,Electronics,North,31.09,7.3,17.02,29.88,Sunny,Off-Season,0,12,2023,6,71,83,143,2046.25,837.83
2023-12-10,S018,P026,Furniture,North,42.49,19.3,32.13,46.38,Snowy,Normal,1,12,2023,6,88,103,204,3017.47,190.03
2023-12-10,S020,P016,Groceries,South,72.28,6.3,50.71,77.21,Cloudy,Off-Season,0,12,2023,6,36,36,51,2438.15,612.59
2023-12-10,S017,P039,Furniture,East,29.5,20.0,18.22,28.61,Sunny,Normal,1,12,2023,6,116,143,186,2737.6,624.08
2023-12-10,S011,P023,Electronics,East,104.74,4.7,63.94,103.72,Cloudy,Normal,0,12,2023,6,51,51,120,5090.68,1829.74
2023-12-11,S003,P027,Electronics,East,49.11,3.8,32.16,46.21,Snowy,Off-Season,0,12,2023,0,31,35,65,1464.56,467.6
2023-12-11,S020,P003,Clothing,South,99.74,5.9,62.41,101.2,Sunny,Normal,1,12,2023,0,104,103,254,9760.96,3270.32
2023-12-11,S007,P012,Electronics,North,62.41,11.5,44.48,67.25,Rainy,Normal,1,12,2023,0,106,103,248,5854.68,1139.8
2023-12-11,S006,P011,Furniture,West,81.36,3.2,62.33,87.5,Snowy,Normal,0,12,2023,0,42,45,85,3307.77,689.91
2023-12-11,S010,P029,Furniture,North,76.72,16.3,46.77,76.9,Sunny,Festival,1,12,2023,0,198,200,489,12714.5,3454.04
2023-12-11,S006,P006,Clothing,West,104.49,22.5,65.56,95.58,Rainy,Off-Season,1,12,2023,0,22,24,35,1781.55,339.23
2023-12-11,S009,P034,Clothing,North,31.11,4.5,20.6,33.54,Cloudy,Normal,0,12,2023,0,36,39,86,1069.56,327.96
2023-12-11,S017,P035,Toys,East,18.25,5.7,9.7,18.82,Snowy,Normal,0,12,2023,0,61,53,140,1049.79,458.09
2023-12-11,S019,P011,Furniture,West,84.82,3.2,62.33,86.79,Sunny,Festival,0,12,2023,0,70,73,148,5747.4,1384.3
2023-12-11,S007,P033,Toys,North,98.96,3.2,56.96,89.89,Sunny,Normal,0,12,2023,0,49,49,98,4693.87,1902.83
2023-12-11,S011,P030,Toys,East,96.7,1.3,65.73,103.21,Cloudy,Festival,0,12,2023,0,203,233,410,19374.91,6031.72
2023-12-12,S004,P005,Groceries,South,83.1,0.6,54.34,79.52,Snowy,Normal,0,12,2023,1,133,135,237,10985.99,3758.77
2023-12-12,S008,P036,Clothing,East,26.12,29.2,15.87,26.3,Snowy,Normal,1,12,2023,1,66,58,163,1220.54,173.12
2023-12-12,S017,P037,Clothing,East,87.53,1.3,55.96,85.56,Rainy,Normal,0,12,2023,1,116,112,296,10021.48,3530.12
2023-12-12,S012,P028,Clothing,West,81.06,2.3,58.63,87.87,Cloudy,Off-Season,0,12,2023,1,58,53,83,4593.35,1192.81
2023-12-12,S016,P030,Toys,West,97.47,6.5,65.73,96.69,Cloudy,Normal,0,12,2023,1,79,67,192,7199.62,2006.95
2023-12-12,S018,P034,Clothing,North,33.14,7.7,20.6,35.16,Cloudy,Festival,0,12,2023,1,26,31,43,795.29,259.69
2023-12-12,S009,P016,Groceries,North,77.6,1.0,50.71,79.71,Rainy,Off-Season,0,12,2023,1,38,42,93,2919.31,992.33
2023-12-12,S002,P032,Toys,West,55.19,4.1,39.21,58.86,Snowy,Normal,0,12,2023,1,170,212,345,8997.63,2331.93
2023-12-12,S005,P040,Electronics,South,64.68,23.0,45.13,65.81,Cloudy,Normal,1,12,2023,1,164,141,267,8167.79,766.47
2023-12-12,S013,P032,Toys,East,54.42,3.6,39.21,56.29,Sunny,Normal,0,12,2023,1,140,157,362,7344.52,1855.12
2023-12-12,S005,P008,Clothing,South,76.49,23.2,42.41,80.56,Snowy,Off-Season,1,12,2023,1,83,89,143,4875.78,1355.75
2023-12-13,S002,P019,Groceries,West,17.02,22.9,10.38,15.39,Cloudy,Normal,1,12,2023,2,111,135,152,1456.59,304.41
2023-12-13,S007,P006,Clothing,North,94.08,22.3,65.56,100.05,Rainy,Off-Season,1,12,2023,2,30,26,77,2193.0,226.2
2023-12-13,S006,P017,Clothing,West,72.45,16.8,47.17,67.06,Rainy,Normal,1,12,2023,2,74,88,132,4460.6,970.02
2023-12-13,S018,P026,Furniture,North,47.2,16.3,32.13,51.31,Snowy,Festival,1,12,2023,2,67,63,150,2646.93,494.22
2023-12-13,S006,P035,Toys,West,17.46,10.5,9.7,17.46,Rainy,Normal,1,12,2023,2,76,68,108,1187.63,450.43
2023-12-13,S009,P002,Furniture,North,16.39,0.7,10.87,15.72,Sunny,Normal,0,12,2023,2,119,123,268,1936.76,643.23
2023-12-13,S015,P011,Furniture,East,88.92,1.9,62.33,81.19,Sunny,Off-Season,0,12,2023,2,44,51,73,3838.14,1095.62
2023-12-13,S005,P011,Furniture,South,85.67,7.8,62.33,91.63,Rainy,Off-Season,0,12,2023,2,36,35,77,2843.56,599.68
2023-12-13,S003,P008,Clothing,East,78.69,18.6,42.41,78.68,Snowy,Festival,1,12,2023,2,204,203,383,13066.95,4415.31
2023-12-13,S016,P015,Furniture,West,75.64,5.8,57.62,70.8,Sunny,Normal,0,12,2023,2,52,65,107,3705.15,708.91
2023-12-13,S012,P017,Clothing,West,73.99,2.8,47.17,72.04,Cloudy,Normal,0,12,2023,2,55,63,103,3955.51,1361.16
2023-12-13,S007,P005,Groceries,North,93.23,18.3,54.34,95.1,Cloudy,Off-Season,1,12,2023,2,71,84,120,5407.99,1549.85
2023-12-14,S008,P007,Toys,East,62.44,23.7,39.33,57.89,Sunny,Normal,1,12,2023,3,121,104,241,5764.65,1005.72
2023-12-14,S009,P027,Electronics,North,47.14,3.8,32.16,45.0,Sunny,Off-Season,0,12,2023,3,36,42,76,1632.55,474.79
2023-12-14,S004,P020,Furniture,South,65.11,29.5,44.46,58.7,Sunny,Off-Season,1,12,2023,3,32,38,58,1468.88,46.16
2023-12-14,S020,P002,Furniture,South,15.9,5.7,10.87,16.84,Snowy,Normal,1,12,2023,3,93,110,201,1394.41,383.5
2023-12-14,S011,P014,Electronics,East,90.87,17.7,70.9,93.83,Rainy,Normal,1,12,2023,3,160,177,382,11965.76,621.76
2023-12-14,S005,P040,Electronics,South,69.33,7.6,45.13,68.23,Snowy,Festival,0,12,2023,3,135,136,339,8648.22,2555.67
2023-12-14,S017,P010,Groceries,East,24.99,19.8,20.07,26.12,Cloudy,Normal,1,12,2023,3,62,70,123,1242.6,-1.74
2023-12-14,S015,P024,Toys,East,37.43,7.3,26.34,38.44,Snowy,Normal,0,12,2023,3,97,84,244,3365.67,810.69
2023-12-14,S006,P023,Electronics,West,100.04,5.0,63.94,100.48,Snowy,Off-Season,0,12,2023,3,20,21,42,1900.76,621.96
2023-12-14,S020,P015,Furniture,South,80.98,9.1,57.62,87.44,Sunny,Normal,1,12,2023,3,110,117,172,8097.19,1758.99
2023-12-14,S007,P033,Toys,North,95.45,0.3,56.96,97.54,Cloudy,Off-Season,0,12,2023,3,35,31,65,3330.73,1337.13
2023-12-14,S004,P015,Furniture,South,85.99,6.3,57.62,84.9,Sunny,Normal,0,12,2023,3,87,99,137,7009.82,1996.88
2023-12-14,S017,P012,Electronics,East,64.14,19.8,44.48,65.39,Rainy,Festival,1,12,2023,3,133,159,277,6841.56,925.72
2023-12-15,S011,P001,Toys,East,34.19,3.1,20.89,32.0,Cloudy,Normal,0,12,2023,4,44,51,58,1457.72,538.56
2023-12-15,S005,P016,Groceries,South,69.91,2.1,50.71,75.35,Sunny,Normal,0,12,2023,4,48,51,80,3285.21,851.13
2023-12-15,S001,P039,Furniture,North,34.31,22.2,18.22,32.98,Cloudy,Festival,1,12,2023,4,99,90,143,2642.62,838.84
2023-12-15,S008,P033,Toys,East,94.28,18.8,56.96,87.9,Cloudy,Normal,1,12,2023,4,46,51,97,3521.55,901.39
2023-12-15,S011,P028,Clothing,East,89.05,3.1,58.63,86.6,Snowy,Normal,0,12,2023,4,107,126,180,9232.97,2959.56
2023-12-15,S001,P004,Toys,North,80.96,0.8,53.11,75.93,Cloudy,Normal,0,12,2023,4,39,48,72,3132.18,1060.89
2023-12-15,S012,P021,Toys,West,35.28,7.8,24.06,35.94,Rainy,Normal,1,12,2023,4,138,170,239,4488.89,1168.61
2023-12-15,S005,P005,Groceries,South,91.97,2.5,54.34,97.81,Cloudy,Normal,0,12,2023,4,64,63,99,5738.93,2261.17
2023-12-15,S011,P030,Toys,East,89.94,4.3,65.73,91.51,Cloudy,Off-Season,0,12,2023,4,78,79,158,6713.66,1586.72
2023-12-15,S015,P022,Groceries,East,56.52,3.5,34.19,53.01,Rainy,Normal,0,12,2023,4,148,133,291,8072.19,3012.07
2023-12-15,S015,P021,Toys,East,35.17,5.0,24.06,38.58,Sunny,Normal,0,12,2023,4,125,112,206,4176.44,1168.94
2023-12-15,S003,P018,Clothing,East,43.77,0.2,28.35,40.56,Cloudy,Normal,0,12,2023,4,74,66,106,3232.5,1134.6
2023-12-15,S003,P006,Clothing,East,102.2,2.2,65.56,100.43,Snowy,Normal,0,12,2023,4,39,47,66,3898.11,1341.27
2023-12-15,S008,P024,Toys,East,37.07,10.9,26.34,37.93,Snowy,Normal,1,12,2023,4,76,68,102,2510.23,508.39
2023-12-15,S019,P022,Groceries,West,61.45,7.3,34.19,67.51,Cloudy,Festival,1,12,2023,4,147,134,370,8373.73,3347.8
2023-12-16,S016,P002,Furniture,West,15.71,6.0,10.87,15.53,Sunny,Normal,0,12,2023,5,93,114,233,1373.37,362.46
2023-12-16,S019,P032,Toys,West,61.83,0.9,39.21,61.09,Sunny,Normal,0,12,2023,5,81,94,129,4963.16,1787.15
2023-12-16,S017,P024,Toys,East,38.41,14.4,26.34,38.41,Snowy,Off-Season,1,12,2023,5,95,90,244,3123.5,621.2
2023-12-16,S013,P001,Toys,East,33.56,3.4,20.89,32.8,Sunny,Normal,0,12,2023,5,69,71,128,2236.91,795.5
2023-12-16,S005,P009,Electronics,South,31.85,0.5,17.02,29.07,Sunny,Normal,0,12,2023,5,68,80,171,2154.97,997.61
2023-12-16,S008,P004,Toys,East,89.92,15.3,53.11,83.41,Rainy,Off-Season,1,12,2023,5,44,44,77,3351.14,1014.3
2023-12-16,S007,P009,Electronics,North,30.51,29.2,17.02,29.48,Sunny,Normal,1,12,2023,5,159,146,314,3434.57,728.39
2023-12-16,S019,P034,Clothing,West,34.78,18.2,20.6,31.59,Snowy,Normal,1,12,2023,5,41,50,58,1166.45,321.85
2023-12-16,S001,P035,Toys,North,17.72,5.3,9.7,18.7,Sunny,Normal,0,12,2023,5,86,94,186,1443.15,608.95
2023-12-16,S004,P022,Groceries,South,58.12,6.0,34.19,52.96,Cloudy,Off-Season,0,12,2023,5,95,117,211,5190.12,1942.07
2023-12-16,S018,P002,Furniture,North,16.59,17.6,10.87,16.49,Sunny,Normal,1,12,2023,5,121,127,171,1654.09,338.82
2023-12-16,S015,P018,Clothing,East,47.46,2.1,28.35,46.27,Cloudy,Off-Season,0,12,2023,5,59,70,79,2741.34,1068.69
